11514,0.17,3039,"92050","NANTERRE","0511","920500511","Ravel Liberte Vallona","H",,"920500511",0.0000,31.7497,477.9044,340.6954,229.1447,81.3930,216.4955,273.2892
11538,0.36,3113,"92050","NANTERRE","0605","920500605","Les Groues-Préfecture","H",,"920500605",0.0000,6.4793,82.8560,121.2774,223.4644,131.3706,182.6796,315.8499
11576,0.38,3120,"92050","NANTERRE","0701","920500701","Hopital","H",,"920500701",0.6747,20.5539,48.8195,137.4205,385.7107,130.2004,565.5155,609.5189
11621,0.20,3016,"92050","NANTERRE","0704","920500704","Paquerettes Ouest","H",,"920500704",0.0000,48.9597,125.2803,273.6046,582.1758,177.1834,144.9252,417.9488
11641,0.03,2951,"92050","NANTERRE","0703","920500703","Paquerettes Est","H",,"920500703",0.0000,47.2834,52.4532,226.3132,506.2528,304.3807,131.0129,392.0101
11657,0.03,3025,"92050","NANTERRE","0702","920500702","Canibouts","H",,"920500702",0.0000,17.8553,10.2097,83.8772,366.1395,307.9542,353.5994,378.6580
11682,0.05,3313,"92025","COLOMBES","0402","920250402","Canibouts-Champy","H","1","920250402",0.0000,21.3830,56.7618,242.8899,512.3173,325.8919,292.8516,535.7017
11710,0.03,3451,"92062","PUTEAUX","0202","920620202","Bergere Nord","H","1","920620202",0.0000,70.3642,304.0322,361.8072,465.1840,158.7423,382.8877,289.9815
11732,0.04,2990,"92026","COURBEVOIE","0405","920260405","Etudiants","H",,"920260405",0.0000,20.4825,629.8247,542.9056,428.0551,123.6540,146.2507,470.8140
8470,0.09,3108,"92050","NANTERRE","0302","920500302","Goulvents","H",,"920500302",0.0000,74.1293,518.6149,463.1063,286.7318,180.8044,285.5613,391.4281
8493,0.10,2989,"92050","NANTERRE","0301","920500301","Lenine Joffre","H",,"920500301",0.0000,41.1031,395.4642,369.0433,320.7409,127.5382,496.7798,236.1586
8515,0.10,2978,"92050","NANTERRE","0203","920500203","Saint-Cloud","H",,"920500203",0.0000,65.0910,319.7821,324.7699,392.5967,200.7638,328.8841,414.3014
8536,0.13,3103,"92050","NANTERRE","0206","920500206","Suisses Boule","H",,"920500206",0.0000,67.0774,380.8978,236.5706,269.7271,140.9068,320.8863,250.5795
8559,0.08,3028,"92050","NANTERRE","0408","920500408","Joliot Boule","H",,"920500408",0.0000,37.3418,430.6542,344.9382,302.5430,103.7346,230.7852,243.5894
8580,0.16,3048,"92050","NANTERRE","0204","920500204","Garches","H",,"920500204",0.0000,55.6756,308.6674,286.8951,249.6948,112.8799,334.8637,287.5053
8598,0.04,3005,"92050","NANTERRE","0205","920500205","Damades La Source","H",,"920500205",0.0000,32.2603,134.1150,252.2373,462.8585,191.4220,255.0621,276.1056
8616,0.10,2969,"92050","NANTERRE","0101","920500101","Chenevreux","H",,"920500101",0.0000,55.4731,255.6280,193.8886,349.0661,193.6064,325.0404,360.5894
8637,0.18,2953,"92050","NANTERRE","0509","920500509","Champs Pierreux","H",,"920500509",0.0000,22.0375,116.4088,319.4798,634.1599,204.3481,69.3602,400.6264
8658,0.18,3097,"92050","NANTERRE","0103","920500103","Haut Plateau","H",,"920500103",0.0000,109.9644,607.3761,458.3863,277.4898,186.1051,431.2799,384.2107
8677,0.06,3071,"92050","NANTERRE","0102","920500102","Clemenceau","H",,"920500102",0.0000,54.0438,345.2006,313.6456,302.9816,159.1562,291.0727,212.0482
8699,0.04,3044,"92050","NANTERRE","0505","920500505","Champs aux Melles","H",,"920500505",0.0000,22.1279,46.2674,200.1570,560.2384,292.6919,297.7209,374.1628
8716,0.04,2979,"92050","NANTERRE","0504","920500504","Fontenelles Gallois","H",,"920500504",0.0000,19.6755,12.8111,127.0206,354.5865,210.3177,203.2311,411.0662
8734,0.04,2942,"92050","NANTERRE","0503","920500503","Fontenelles Decour","H",,"920500503",0.0000,38.8394,82.8118,221.1908,449.2285,315.4546,357.3629,461.8886
8758,0.03,3012,"92050","NANTERRE","0502","920500502","Demoiselles d'Avignon","H",,"920500502",0.0000,35.3218,164.6774,381.1028,895.4693,424.7912,280.8722,795.0943
8776,0.50,2998,"92050","NANTERRE","0804","920500804","Acacias Ouest","H",,"920500804",0.0000,26.7281,79.1194,296.6326,521.2204,364.7049,266.9970,449.1595
8813,0.08,3085,"92050","NANTERRE","0303","920500303","Langevin","H",,"920500303",0.0000,39.8613,99.0840,243.8254,425.0111,187.8042,294.4170,336.3934
8836,0.07,2994,"92050","NANTERRE","0401","920500401","Gare","H",,"920500401",0.0000,49.3858,368.7502,372.4953,244.1902,155.7051,298.5027,276.8334
8855,0.06,3034,"92050","NANTERRE","0803","920500803","Zilina Henri Martin","H",,"920500803",0.0000,32.3544,136.7413,210.8523,347.3299,227.2025,300.9925,260.9324
8870,0.09,2983,"92050","NANTERRE","0805","920500805","Acacias Est","H",,"920500805",0.0000,21.4652,40.5319,176.6351,360.3652,256.4423,690.6141,239.7744
8885,0.06,2965,"92050","NANTERRE","0406","920500406","Cathedrale","H",,"920500406",0.0000,65.5163,576.9640,361.9343,205.0732,96.4945,263.9145,188.8486
8903,0.24,2968,"92050","NANTERRE","0802","920500802","Komarov","H",,"920500802",0.0000,40.2801,251.4754,264.4847,426.2873,300.6916,301.6394,370.6940
8925,0.16,2988,"92050","NANTERRE","0403","920500403","Barbet","H",,"920500403",0.0000,65.0154,522.6343,293.8253,158.4140,100.0078,503.1730,287.5963
8947,0.04,3022,"92050","NANTERRE","0407","920500407","Hotel de Ville","H",,"920500407",0.0000,37.8721,91.9263,158.1917,293.4157,185.3097,466.0955,256.3002
8964,0.05,2985,"92050","NANTERRE","0606","920500606","Berthelot Sud et Nord","H",,"920500606",0.0000,15.5969,155.4454,463.6377,794.9529,313.0924,339.9463,465.0326
8982,0.10,2946,"92050","NANTERRE","0801","920500801","Pathelot Rouget de l'Isle","H",,"920500801",0.0000,14.2836,301.6605,514.1841,988.3694,100.1963,203.9723,322.1852
9001,0.35,3020,"92050","NANTERRE","0607","920500607","Universite Groues","H",,"920500607",0.0000,0.0000,4.0000,27.4933,360.9001,47.9088,0.0000,1993.2852
9040,0.06,3019,"92050","NANTERRE","0601","920500601","Anatole France","H",,"920500601",0.0000,14.9500,81.4802,217.3204,567.5037,182.9018,65.8497,178.4792
9055,0.07,3091,"92050","NANTERRE","0602","920500602","Provinces Francaises","H",,"920500602",0.0000,17.6546,52.8245,196.2900,499.6386,310.2289,266.1132,393.6433
9073,0.11,2947,"92050","NANTERRE","0508","920500508","Picasso Colombe","H",,"920500508",0.0000,38.8427,172.4133,395.2619,545.9911,165.2017,59.5694,536.9442
9095,0.10,2977,"92050","NANTERRE","0510","920500510","Central Park","H",,"920500510",0.0000,35.4061,423.8068,309.1352,275.6060,104.4405,224.5819,299.3361
9112,0.03,3046,"92050","NANTERRE","0501","920500501","Arlequin","H",,"920500501",0.0000,35.0415,55.5017,192.2552,423.4250,281.4063,357.1891,461.8325
